"","Date","Month","Interval","Veg","mil_time","Name","chamber","Site","CO2_Flux","CO2_NRMSE","CH4_Flux","CH4_NRMSE","Bubble_Flux","Temp","Depth","cdepth","level","presens1","presens6","Notes","h2o","h2o_cat","DOY"
"252",10122022,"October","Evening","Non-Vegetated",18,"6 PM",69,"O3: 6 PM",0.950709,0.301696,0.060852,0.827295,0,18.2,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"253",10122022,"October","Evening","Non-Vegetated",19,"7 PM",73,"O1: 7 PM",0.686031,0.132094,0.003593,0.11725,0,19.4,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"254",10122022,"October","Evening","Non-Vegetated",19,"7 PM",74,"O2: 7 PM",0.846356,0.142858,0.047671,0.407709,0.002638,18.8,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"255",10122022,"October","Evening","Non-Vegetated",19,"7 PM",75,"O3: 7 PM",0.74253,0.478471,0.006554,0.237817,0,13.3,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"256",10122022,"October","Morning","Vegetated",7,"7 AM",4,"V1: 7 AM",1.912873,0.487239,0.058641,0.901804,0,13.15,1.03,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"257",10122022,"October","Morning","Vegetated",7,"7 AM",5,"V2: 7 AM",1.869888,0.697088,0.054049,0.783086,0,12.5,1.03,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"258",10122022,"October","Morning","Vegetated",7,"7 AM",6,"V3: 7 AM",1.19126,0.406246,0.027096,0.749936,0,12.45,1.03,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"259",10122022,"October","Morning","Vegetated",8,"8 AM",10,"V1: 8 AM",0.894243,0.389339,0.026321,1.193422,0.059157,13.75,1.03,1.02,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"260",10122022,"October","Morning","Vegetated",8,"8 AM",11,"V2: 8 AM",0.565659,0.205936,0.011282,0.725896,0,13,1.03,1.02,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"261",10122022,"October","Morning","Vegetated",8,"8 AM",12,"V3: 8 AM",1.233239,0.436065,0.026652,0.686268,0,13.35,1.03,1.02,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"262",10122022,"October","Morning","Vegetated",9,"9 AM",16,"V1: 9 AM",0.715497,0.242704,0.046271,1.919089,0.090398,14.8,1.02,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"263",10122022,"October","Morning","Vegetated",9,"9 AM",17,"V2: 9 AM",0.600755,0.442122,0.011327,0.43833,0,14.8,1.02,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"264",10122022,"October","Morning","Vegetated",9,"9 AM",18,"V3: 9 AM",1.266773,0.444104,0.037301,0.527749,0,14.65,1.02,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"265",10122022,"October","Morning","Vegetated",10,"10 AM",22,"V1: 10 AM",0.26324,0.267824,0.044033,1.159988,0.083999,18.1,1.01,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"266",10122022,"October","Morning","Vegetated",10,"10 AM",23,"V2: 10 AM",-1.834279,0.193919,0.012431,0.433006,0,17.7,1.01,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"267",10122022,"October","Morning","Vegetated",10,"10 AM",24,"V3: 10 AM",-1.758884,0.333818,0.062342,1.786224,0.002214,17.95,1.01,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"268",10122022,"October","Afternoon","Vegetated",11,"11 AM",28,"V1: 11 AM",0.444639,0.508585,0.037327,0.503303,0.002661,20.7,1.01,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"269",10122022,"October","Afternoon","Vegetated",11,"11 AM",29,"V2: 11 AM",0.00345,0.628872,0.01597,1.491489,0,19.85,1.01,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"270",10122022,"October","Afternoon","Vegetated",11,"11 AM",30,"V3: 11 AM",-0.007439,0.452937,0.013896,0.814993,0,19.4,1.01,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"271",10122022,"October","Afternoon","Vegetated",12,"12 PM",34,"V1: 12 PM",0.110653,0.765493,0.028186,0.932296,0.043706,19.25,1,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"272",10122022,"October","Afternoon","Vegetated",12,"12 PM",35,"V2: 12 PM",-0.316975,0.663272,0.006867,1.849622,0,19.05,1,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"273",10122022,"October","Afternoon","Vegetated",12,"12 PM",36,"V3: 12 PM",0.507561,0.601408,0.013882,0.764526,0,18.85,0.99,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"274",10122022,"October","Afternoon","Vegetated",13,"1 PM",40,"V1: 1 PM",0.100655,3.728381,0.039142,0.893212,0.008376,19.65,0.97,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"275",10122022,"October","Afternoon","Vegetated",13,"1 PM",41,"V2: 1 PM",-0.207503,5.76297,0.00114,1.387873,0,20.15,0.97,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"276",10122022,"October","Afternoon","Vegetated",13,"1 PM",42,"V3: 1 PM",-0.352069,0.685931,0.002357,0.350784,0,19.25,0.97,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"277",10122022,"October","Afternoon","Vegetated",14,"2 PM",46,"V1: 2 PM",-0.202708,3.37699,0.034341,1.355087,0.004355,20.2,0.97,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"278",10122022,"October","Afternoon","Vegetated",14,"2 PM",47,"V2: 2 PM",-0.44826,4.820638,0.045028,1.131265,0.001821,19.65,0.97,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"279",10122022,"October","Afternoon","Vegetated",14,"2 PM",48,"V3: 2 PM",-0.24478,1.657571,0.012285,1.057954,-0.00267,20.25,0.97,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"280",10122022,"October","Evening","Vegetated",15,"3 PM",52,"V1: 3 PM",-0.342059,2.336301,0.015961,1.600801,0.003437,20.35,0.95,1,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"281",10122022,"October","Evening","Vegetated",15,"3 PM",53,"V2: 3 PM",0.149883,0.962072,-0.000576,1.257461,0.010444,20.6,0.95,1,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"282",10122022,"October","Evening","Vegetated",15,"3 PM",54,"V3: 3 PM",0.071923,0.759138,0.020502,0.892206,0,20.2,0.95,1,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"283",10122022,"October","Evening","Vegetated",16,"4 PM",58,"V1: 4 PM",0.629302,1.265912,0.028132,1.019671,0.00799,19.3,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"284",10122022,"October","Evening","Vegetated",16,"4 PM",59,"V2: 4 PM",-4.380245,4.667943,0.012147,0.919008,-0.002469,20.5,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"285",10122022,"October","Evening","Vegetated",16,"4 PM",60,"V3: 4 PM",0.367482,1.694394,0.005972,1.379901,-0.001888,20.35,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"286",10122022,"October","Evening","Vegetated",17,"5 PM",64,"V1: 5 PM",2.534229,2.379856,0.031636,0.970873,0.005185,18.6,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"287",10122022,"October","Evening","Vegetated",17,"5 PM",65,"V2: 5 PM",1.063383,3.850875,-0.001996,0.929034,0.008114,17.95,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"288",10122022,"October","Evening","Vegetated",17,"5 PM",66,"V3: 5 PM",0.55968,2.622204,0.01364,1.072982,0.00296,17.3,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"289",10122022,"October","Evening","Vegetated",18,"6 PM",70,"V1: 6 PM",2.66059,1.036117,0.051131,1.183078,0.002779,19.85,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"290",10122022,"October","Evening","Vegetated",18,"6 PM",71,"V2: 6 PM",2.375479,0.273848,0.019333,0.277751,0,19.6,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"291",10122022,"October","Evening","Vegetated",18,"6 PM",72,"V3: 6 PM",1.268523,0.39171,0.014211,1.058909,0,18.95,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"292",10122022,"October","Evening","Vegetated",19,"7 PM",76,"V1: 7 PM",2.191909,0.391608,0.012394,3.019699,0.024988,17.75,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"293",10122022,"October","Evening","Vegetated",19,"7 PM",77,"V2: 7 PM",1.7957,0.193336,0.012777,0.150952,0,18.55,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
"294",10122022,"October","Evening","Vegetated",19,"7 PM",78,"V3: 7 PM",2.386519,0.820474,0.043164,0.800181,0,17.9,0.94,1.01,"medium",5.22,2.7,NA,0.01,"Dry/Partially Flooded",285
