"","FC"
"36847",NA
"36848",NA
"36849",NA
"36850",NA
"36851",NA
"36852",NA
"36853",NA
"36854",NA
"36855",NA
"36856",NA
"36857",NA
"36858",NA
"36859",NA
"36860",NA
"36861",NA
"36862",NA
"36863",NA
"36864",NA
"36865",NA
"36866",NA
"36867",NA
"36868",NA
"36869",NA
"36870",NA
"36871",NA
"36872",NA
"36873",NA
"36874",NA
"36875",NA
"36876",NA
"36877",NA
"36878",NA
"36879",NA
"36880",NA
"36881",NA
"36882",NA
"36883",NA
"36884",NA
"36885",NA
"36886",NA
"36887",NA
"36888",NA
"36889",NA
"36890",NA
"36891",NA
"36892",NA
"36893",NA
"36894",NA
"36895",NA
"36896",NA
"36897",NA
"36898",NA
"36899",NA
"36900",NA
"36901",NA
"36902",NA
"36903",NA
"36904",NA
"36905",NA
"36906",NA
"36907",NA
"36908",NA
"36909",NA
"36910",NA
"36911",NA
"36912",NA
"36913",NA
"36914",NA
"36915",NA
"36916",NA
"36917",NA
"36918",NA
"36919",NA
"36920",NA
"36921",NA
"36922",NA
"36923",NA
"36924",NA
"36925",NA
"36926",NA
"36927",NA
"36928",NA
"36929",NA
"36930",NA
"36931",NA
"36932",NA
"36933",NA
"36934",NA
"36935",NA
"36936",NA
"36937",NA
"36938",NA
"36939",NA
"36940",NA
"36941",NA
"36942",NA
"36943",NA
"36944",NA
"36945",NA
"36946",NA
"36947",NA
"36948",NA
"36949",NA
"36950",NA
"36951",NA
"36952",NA
"36953",NA
"36954",NA
"36955",NA
"36956",NA
"36957",NA
"36958",NA
"36959",NA
"36960",NA
"36961",NA
"36962",NA
"36963",NA
"36964",NA
"36965",NA
"36966",NA
"36967",NA
"36968",NA
"36969",NA
"36970",NA
"36971",NA
"36972",NA
"36973",NA
"36974",NA
"36975",NA
"36976",NA
"36977",NA
"36978",NA
"36979",NA
"36980",NA
"36981",NA
"36982",NA
"36983",NA
"36984",NA
"36985",NA
"36986",NA
"36987",NA
"36988",NA
"36989",NA
"36990",NA
"36991",NA
"36992",NA
"36993",NA
"36994",NA
"36995",NA
"36996",NA
"36997",NA
"36998",NA
"36999",NA
"37000",NA
"37001",NA
"37002",NA
"37003",NA
"37004",NA
"37005",NA
"37006",NA
"37007",NA
"37008",NA
"37009",NA
"37010",NA
"37011",NA
"37012",NA
"37013",NA
"37014",NA
"37015",NA
"37016",NA
"37017",NA
"37018",NA
"37019",NA
"37020",NA
"37021",NA
"37022",NA
"37023",NA
"37024",NA
"37025",NA
"37026",NA
"37027",NA
"37028",NA
"37029",NA
"37030",NA
"37031",NA
"37032",NA
"37033",NA
"37034",NA
"37035",NA
"37036",NA
"37037",NA
"37038",NA
"37039",NA
"37040",NA
"37041",NA
"37042",NA
"37043",NA
"37044",NA
"37045",NA
"37046",NA
"37047",NA
"37048",NA
"37049",NA
"37050",NA
"37051",NA
"37052",NA
"37053",NA
"37054",NA
"37055",NA
"37056",NA
"37057",NA
"37058",NA
"37059",NA
"37060",NA
"37061",NA
"37062",NA
"37063",NA
"37064",NA
"37065",NA
"37066",NA
"37067",NA
"37068",NA
"37069",NA
"37070",NA
"37071",NA
"37072",NA
"37073",NA
"37074",NA
"37075",NA
"37076",NA
"37077",NA
"37078",NA
"37079",NA
"37080",NA
"37081",NA
"37082",NA
"37083",NA
"37084",NA
"37085",NA
"37086",NA
"37087",NA
"37088",NA
"37089",NA
"37090",NA
"37091",NA
"37092",NA
"37093",NA
"37094",NA
"37095",NA
"37096",NA
"37097",NA
"37098",NA
"37099",NA
"37100",NA
"37101",NA
"37102",NA
"37103",NA
"37104",NA
"37105",NA
"37106",NA
"37107",NA
"37108",NA
"37109",NA
"37110",NA
"37111",NA
"37112",NA
"37113",NA
"37114",NA
"37115",NA
"37116",NA
"37117",NA
"37118",NA
"37119",NA
"37120",NA
"37121",NA
"37122",NA
"37123",NA
"37124",NA
"37125",NA
"37126",NA
"37127",NA
"37128",NA
"37129",NA
"37130",NA
"37131",NA
"37132",NA
"37133",NA
"37134",NA
"37135",NA
"37136",NA
"37137",NA
"37138",NA
"37139",NA
"37140",NA
"37141",NA
"37142",NA
"37143",NA
"37144",NA
"37145",NA
"37146",NA
"37147",NA
"37148",NA
"37149",NA
"37150",NA
"37151",NA
"37152",NA
"37153",NA
"37154",NA
"37155",NA
"37156",NA
"37157",NA
"37158",NA
"37159",NA
"37160",NA
"37161",NA
"37162",NA
"37163",NA
"37164",NA
"37165",NA
"37166",NA
"37167",NA
"37168",NA
"37169",NA
"37170",NA
"37171",NA
"37172",NA
"37173",NA
"37174",NA
"37175",NA
"37176",NA
"37177",NA
"37178",NA
"37179",NA
"37180",NA
"37181",NA
"37182",NA
"37183",NA
"37184",NA
"37185",NA
"37186",NA
"37187",NA
"37188",NA
"37189",NA
"37190",NA
"37191",NA
"37192",NA
"37193",NA
"37194",NA
"37195",NA
"37196",NA
"37197",NA
"37198",NA
"37199",NA
"37200",NA
"37201",NA
"37202",NA
"37203",NA
"37204",NA
"37205",NA
"37206",NA
"37207",NA
"37208",NA
"37209",NA
"37210",NA
"37211",NA
"37212",NA
"37213",NA
"37214",NA
"37215",NA
"37216",NA
"37217",NA
"37218",NA
"37219",NA
"37220",NA
"37221",NA
"37222",NA
"37223",NA
"37224",NA
"37225",NA
"37226",NA
"37227",NA
"37228",NA
"37229",NA
"37230",NA
"37231",NA
"37232",NA
"37233",NA
"37234",NA
"37235",NA
"37236",NA
"37237",NA
"37238",NA
"37239",NA
"37240",NA
"37241",NA
"37242",NA
"37243",NA
"37244",NA
"37245",NA
"37246",NA
"37247",NA
"37248",NA
"37249",NA
"37250",NA
"37251",NA
"37252",NA
"37253",NA
"37254",NA
"37255",NA
"37256",NA
"37257",NA
"37258",NA
"37259",NA
"37260",NA
"37261",NA
"37262",NA
"37263",NA
"37264",NA
"37265",NA
"37266",NA
"37267",NA
"37268",NA
"37269",NA
"37270",NA
"37271",NA
"37272",NA
"37273",NA
"37274",NA
"37275",NA
"37276",NA
"37277",NA
"37278",NA
"37279",NA
"37280",NA
"37281",NA
"37282",NA
"37283",NA
"37284",NA
"37285",NA
"37286",NA
"37287",NA
"37288",NA
"37289",NA
"37290",NA
"37291",NA
"37292",NA
"37293",NA
"37294",NA
"37295",NA
"37296",NA
"37297",NA
"37298",NA
"37299",NA
"37300",NA
"37301",NA
"37302",NA
"37303",NA
"37304",NA
"37305",NA
"37306",NA
"37307",NA
"37308",NA
"37309",NA
"37310",NA
"37311",NA
"37312",NA
"37313",NA
"37314",NA
"37315",NA
"37316",NA
"37317",NA
"37318",NA
"37319",NA
"37320",NA
"37321",NA
"37322",NA
"37323",NA
"37324",NA
"37325",NA
"37326",NA
"37327",NA
"37328",NA
"37329",NA
"37330",NA
"37331",NA
"37332",NA
"37333",NA
"37334",NA
"37335",NA
"37336",NA
"37337",NA
"37338",NA
"37339",NA
"37340",NA
"37341",NA
"37342",NA
"37343",NA
"37344",NA
"37345",NA
"37346",NA
"37347",NA
"37348",NA
"37349",NA
"37350",NA
"37351",NA
"37352",NA
"37353",NA
"37354",NA
"37355",NA
"37356",NA
"37357",NA
"37358",NA
"37359",NA
"37360",NA
"37361",NA
"37362",NA
"37363",NA
"37364",NA
"37365",NA
"37366",NA
"37367",NA
"37368",NA
"37369",NA
"37370",NA
"37371",NA
"37372",NA
"37373",NA
"37374",NA
"37375",NA
"37376",NA
"37377",NA
"37378",NA
"37379",NA
"37380",NA
"37381",NA
"37382",NA
"37383",NA
"37384",NA
"37385",NA
"37386",NA
"37387",NA
"37388",NA
"37389",NA
"37390",NA
"37391",NA
"37392",NA
"37393",NA
"37394",NA
"37395",NA
"37396",NA
"37397",NA
"37398",NA
"37399",NA
"37400",NA
"37401",NA
"37402",NA
"37403",NA
"37404",NA
"37405",NA
"37406",NA
"37407",NA
"37408",NA
"37409",NA
"37410",NA
"37411",NA
"37412",NA
"37413",NA
"37414",NA
"37415",NA
"37416",NA
"37417",NA
"37418",NA
"37419",NA
"37420",NA
"37421",NA
"37422",NA
"37423",NA
"37424",NA
"37425",NA
"37426",NA
"37427",NA
"37428",NA
"37429",NA
"37430",NA
"37431",NA
"37432",NA
"37433",NA
"37434",NA
"37435",NA
"37436",NA
"37437",NA
"37438",NA
"37439",NA
"37440",NA
"37441",NA
"37442",NA
"37443",NA
"37444",NA
"37445",NA
"37446",NA
"37447",NA
"37448",NA
"37449",NA
"37450",NA
"37451",NA
"37452",NA
"37453",NA
"37454",NA
"37455",NA
"37456",NA
"37457",NA
"37458",NA
"37459",NA
"37460",NA
"37461",NA
"37462",NA
"37463",NA
"37464",NA
"37465",NA
"37466",NA
"37467",NA
"37468",NA
"37469",NA
"37470",NA
"37471",NA
"37472",NA
"37473",NA
"37474",NA
"37475",NA
"37476",NA
"37477",NA
"37478",NA
"37479",NA
"37480",NA
"37481",NA
"37482",NA
"37483",NA
"37484",NA
"37485",NA
"37486",NA
"37487",NA
"37488",NA
"37489",NA
"37490",NA
"37491",NA
"37492",NA
"37493",NA
"37494",NA
"37495",NA
"37496",NA
"37497",NA
"37498",NA
"37499",NA
"37500",NA
"37501",NA
"37502",NA
"37503",NA
"37504",NA
"37505",NA
"37506",NA
"37507",NA
"37508",NA
"37509",NA
"37510",NA
"37511",NA
"37512",NA
"37513",NA
"37514",NA
"37515",NA
"37516",NA
"37517",NA
"37518",NA
"37519",NA
"37520",NA
"37521",NA
"37522",NA
"37523",NA
"37524",NA
"37525",NA
"37526",NA
"37527",NA
"37528",NA
"37529",NA
"37530",NA
"37531",NA
"37532",NA
"37533",NA
"37534",NA
"37535",NA
"37536",NA
"37537",NA
"37538",NA
"37539",NA
"37540",NA
"37541",NA
"37542",NA
"37543",NA
"37544",NA
"37545",NA
"37546",NA
"37547",NA
"37548",NA
"37549",NA
"37550",NA
"37551",NA
"37552",NA
"37553",NA
"37554",NA
"37555",NA
"37556",NA
"37557",NA
"37558",NA
"37559",NA
"37560",NA
"37561",NA
"37562",NA
"37563",NA
"37564",NA
"37565",NA
"37566",NA
"37567",NA
"37568",NA
"37569",NA
"37570",NA
"37571",NA
"37572",NA
"37573",NA
"37574",NA
"37575",NA
"37576",NA
"37577",NA
"37578",NA
"37579",NA
"37580",NA
"37581",NA
"37582",NA
"37583",NA
"37584",NA
"37585",NA
"37586",NA
"37587",NA
"37588",NA
"37589",NA
"37590",NA
"37591",NA
"37592",NA
"37593",NA
"37594",NA
"37595",NA
"37596",NA
"37597",NA
"37598",NA
"37599",NA
"37600",NA
"37601",NA
"37602",NA
"37603",NA
"37604",NA
"37605",NA
"37606",NA
"37607",NA
"37608",NA
"37609",NA
"37610",NA
"37611",NA
"37612",NA
"37613",NA
"37614",NA
"37615",NA
"37616",NA
"37617",NA
"37618",NA
"37619",NA
"37620",NA
"37621",NA
"37622",NA
"37623",NA
"37624",NA
"37625",NA
"37626",NA
"37627",NA
"37628",NA
"37629",NA
"37630",NA
"37631",NA
"37632",NA
"37633",NA
"37634",NA
"37635",NA
"37636",NA
"37637",NA
"37638",NA
"37639",NA
"37640",NA
"37641",NA
"37642",NA
"37643",NA
"37644",NA
"37645",NA
"37646",NA
"37647",NA
"37648",NA
"37649",NA
"37650",NA
"37651",NA
"37652",NA
"37653",NA
"37654",NA
"37655",NA
"37656",NA
"37657",NA
"37658",NA
"37659",NA
"37660",NA
"37661",NA
"37662",NA
"37663",NA
"37664",NA
"37665",NA
"37666",NA
"37667",NA
"37668",NA
"37669",NA
"37670",NA
"37671",NA
"37672",NA
"37673",NA
"37674",NA
"37675",NA
"37676",NA
"37677",NA
"37678",NA
"37679",NA
"37680",NA
"37681",NA
"37682",NA
"37683",NA
"37684",NA
"37685",NA
"37686",NA
"37687",NA
"37688",NA
"37689",NA
"37690",NA
"37691",NA
"37692",NA
"37693",NA
"37694",NA
"37695",NA
"37696",NA
"37697",NA
"37698",NA
"37699",NA
"37700",NA
"37701",NA
"37702",NA
"37703",NA
"37704",NA
"37705",NA
"37706",NA
"37707",NA
"37708",NA
"37709",NA
"37710",NA
"37711",NA
"37712",NA
"37713",NA
"37714",NA
"37715",NA
"37716",NA
"37717",NA
"37718",NA
"37719",NA
"37720",NA
"37721",NA
"37722",NA
"37723",NA
"37724",NA
"37725",NA
"37726",NA
"37727",NA
"37728",NA
"37729",NA
"37730",NA
"37731",NA
"37732",NA
"37733",NA
"37734",NA
"37735",NA
"37736",NA
"37737",NA
"37738",NA
"37739",NA
"37740",NA
"37741",NA
"37742",NA
"37743",NA
"37744",NA
"37745",NA
"37746",NA
"37747",NA
"37748",NA
"37749",NA
"37750",NA
"37751",NA
"37752",NA
"37753",NA
"37754",NA
"37755",NA
"37756",NA
"37757",NA
"37758",NA
"37759",NA
"37760",NA
"37761",NA
"37762",NA
"37763",NA
"37764",NA
"37765",NA
"37766",NA
"37767",NA
"37768",NA
"37769",NA
"37770",NA
"37771",NA
"37772",NA
"37773",NA
"37774",NA
"37775",NA
"37776",NA
"37777",NA
"37778",NA
"37779",NA
"37780",NA
"37781",NA
"37782",NA
"37783",NA
"37784",NA
"37785",NA
"37786",NA
"37787",NA
"37788",NA
"37789",NA
"37790",NA
"37791",NA
"37792",NA
"37793",NA
"37794",NA
"37795",NA
"37796",NA
"37797",NA
"37798",NA
"37799",NA
"37800",NA
"37801",NA
"37802",NA
"37803",NA
"37804",NA
"37805",NA
"37806",NA
"37807",NA
"37808",NA
"37809",NA
"37810",NA
"37811",NA
"37812",NA
"37813",NA
"37814",NA
"37815",NA
"37816",NA
"37817",NA
"37818",NA
"37819",NA
"37820",NA
"37821",NA
"37822",NA
"37823",NA
"37824",NA
"37825",NA
"37826",NA
"37827",NA
"37828",NA
"37829",NA
"37830",NA
"37831",NA
"37832",NA
"37833",NA
"37834",NA
"37835",NA
"37836",NA
"37837",NA
"37838",NA
"37839",NA
"37840",NA
"37841",NA
"37842",NA
"37843",NA
"37844",NA
"37845",NA
"37846",NA
"37847",NA
"37848",NA
"37849",NA
"37850",NA
"37851",NA
"37852",NA
"37853",NA
"37854",NA
"37855",NA
"37856",NA
"37857",NA
"37858",NA
"37859",NA
"37860",NA
"37861",NA
"37862",NA
"37863",NA
"37864",NA
"37865",NA
"37866",NA
"37867",NA
"37868",NA
"37869",NA
"37870",NA
"37871",NA
"37872",NA
"37873",NA
"37874",NA
"37875",NA
"37876",NA
"37877",NA
"37878",NA
"37879",NA
"37880",NA
"37881",NA
"37882",NA
"37883",NA
"37884",NA
"37885",NA
"37886",NA
"37887",NA
"37888",NA
"37889",NA
"37890",NA
"37891",NA
"37892",NA
"37893",NA
"37894",NA
"37895",NA
"37896",NA
"37897",NA
"37898",NA
"37899",NA
"37900",NA
"37901",NA
"37902",NA
"37903",NA
"37904",NA
"37905",NA
"37906",NA
"37907",NA
"37908",NA
"37909",NA
"37910",NA
"37911",NA
"37912",NA
"37913",NA
"37914",NA
"37915",NA
"37916",NA
"37917",NA
"37918",NA
"37919",NA
"37920",NA
"37921",NA
"37922",NA
"37923",NA
"37924",NA
"37925",NA
"37926",NA
"37927",NA
"37928",NA
"37929",NA
"37930",NA
"37931",NA
"37932",NA
"37933",NA
"37934",NA
"37935",NA
"37936",NA
"37937",NA
"37938",NA
"37939",NA
"37940",NA
"37941",NA
"37942",NA
"37943",NA
"37944",NA
"37945",NA
"37946",NA
"37947",NA
"37948",NA
"37949",NA
"37950",NA
"37951",NA
"37952",NA
"37953",NA
"37954",NA
"37955",NA
"37956",NA
"37957",NA
"37958",NA
"37959",NA
"37960",NA
"37961",NA
"37962",NA
"37963",NA
"37964",NA
"37965",NA
"37966",NA
"37967",NA
"37968",NA
"37969",NA
"37970",NA
"37971",NA
"37972",NA
"37973",NA
"37974",NA
"37975",NA
"37976",NA
"37977",NA
"37978",NA
"37979",NA
"37980",NA
"37981",NA
"37982",NA
"37983",NA
"37984",NA
"37985",NA
"37986",NA
"37987",NA
"37988",NA
"37989",NA
"37990",NA
"37991",NA
"37992",NA
"37993",NA
"37994",NA
"37995",NA
"37996",NA
"37997",NA
"37998",NA
"37999",NA
"38000",NA
"38001",NA
"38002",NA
"38003",NA
"38004",NA
"38005",NA
"38006",NA
"38007",NA
"38008",NA
"38009",NA
"38010",NA
"38011",NA
"38012",NA
"38013",NA
"38014",NA
"38015",NA
"38016",NA
"38017",NA
"38018",NA
"38019",NA
"38020",NA
"38021",NA
"38022",NA
"38023",NA
"38024",NA
"38025",NA
"38026",NA
"38027",NA
"38028",NA
"38029",NA
"38030",NA
"38031",NA
"38032",NA
"38033",NA
"38034",NA
"38035",NA
"38036",NA
"38037",NA
"38038",NA
"38039",NA
"38040",NA
"38041",NA
"38042",NA
"38043",NA
"38044",NA
"38045",NA
"38046",NA
"38047",NA
"38048",NA
"38049",NA
"38050",NA
"38051",NA
"38052",NA
"38053",NA
"38054",NA
"38055",NA
"38056",NA
"38057",NA
"38058",NA
"38059",NA
"38060",NA
"38061",NA
"38062",NA
"38063",NA
"38064",NA
"38065",NA
"38066",NA
"38067",NA
"38068",NA
"38069",NA
"38070",NA
"38071",NA
"38072",NA
"38073",NA
"38074",NA
"38075",NA
"38076",NA
"38077",NA
"38078",NA
"38079",NA
"38080",NA
"38081",NA
"38082",NA
"38083",NA
"38084",NA
"38085",NA
"38086",NA
"38087",NA
"38088",NA
"38089",NA
"38090",NA
"38091",NA
"38092",NA
"38093",NA
"38094",NA
"38095",NA
"38096",NA
"38097",NA
"38098",NA
"38099",NA
"38100",NA
"38101",NA
"38102",NA
"38103",NA
"38104",NA
"38105",NA
"38106",NA
"38107",NA
"38108",NA
"38109",NA
"38110",NA
"38111",NA
"38112",NA
"38113",NA
"38114",NA
"38115",NA
"38116",NA
"38117",NA
"38118",NA
"38119",NA
"38120",NA
"38121",NA
"38122",NA
"38123",NA
"38124",NA
"38125",NA
"38126",NA
"38127",NA
"38128",NA
"38129",NA
"38130",NA
"38131",NA
"38132",NA
"38133",NA
"38134",NA
"38135",NA
"38136",NA
"38137",NA
"38138",NA
"38139",NA
"38140",NA
"38141",NA
"38142",NA
"38143",NA
"38144",NA
"38145",NA
"38146",NA
"38147",NA
"38148",NA
"38149",NA
"38150",NA
"38151",NA
"38152",NA
"38153",NA
"38154",NA
"38155",NA
"38156",NA
"38157",NA
"38158",NA
"38159",NA
"38160",NA
"38161",NA
"38162",NA
"38163",NA
"38164",NA
"38165",NA
"38166",NA
"38167",NA
"38168",NA
"38169",NA
"38170",NA
"38171",NA
"38172",NA
"38173",NA
"38174",NA
"38175",NA
"38176",NA
"38177",NA
"38178",NA
"38179",NA
"38180",NA
"38181",NA
"38182",NA
"38183",NA
"38184",NA
"38185",NA
"38186",NA
"38187",NA
"38188",NA
"38189",NA
"38190",NA
"38191",NA
"38192",NA
"38193",NA
"38194",NA
"38195",NA
"38196",NA
"38197",NA
"38198",NA
"38199",NA
"38200",NA
"38201",NA
"38202",NA
"38203",NA
"38204",NA
"38205",NA
"38206",NA
"38207",NA
"38208",NA
"38209",NA
"38210",NA
"38211",NA
"38212",NA
"38213",NA
"38214",NA
"38215",NA
"38216",NA
"38217",NA
"38218",NA
"38219",NA
"38220",NA
"38221",NA
"38222",NA
"38223",NA
"38224",NA
"38225",NA
"38226",NA
"38227",NA
"38228",NA
"38229",NA
"38230",NA
"38231",NA
"38232",NA
"38233",NA
"38234",NA
"38235",NA
"38236",NA
"38237",NA
"38238",NA
"38239",NA
"38240",NA
"38241",NA
"38242",NA
"38243",NA
"38244",NA
"38245",NA
"38246",NA
"38247",NA
"38248",NA
"38249",NA
"38250",NA
"38251",NA
"38252",NA
"38253",NA
"38254",NA
"38255",NA
"38256",NA
"38257",NA
"38258",NA
"38259",NA
"38260",NA
"38261",NA
"38262",NA
"38263",NA
"38264",NA
"38265",NA
"38266",NA
"38267",NA
"38268",NA
"38269",NA
"38270",NA
"38271",NA
"38272",NA
"38273",NA
"38274",NA
"38275",NA
"38276",NA
"38277",NA
"38278",NA
"38279",NA
"38280",NA
"38281",NA
"38282",NA
"38283",NA
"38284",NA
"38285",NA
"38286",NA
"38287",NA
"38288",NA
"38289",NA
"38290",NA
"38291",NA
"38292",NA
"38293",NA
"38294",NA
"38295",NA
"38296",NA
"38297",NA
"38298",NA
"38299",NA
"38300",NA
"38301",NA
"38302",NA
"38303",NA
"38304",NA
"38305",NA
"38306",NA
"38307",NA
"38308",NA
"38309",NA
"38310",NA
"38311",NA
"38312",NA
"38313",NA
"38314",NA
"38315",NA
"38316",NA
"38317",NA
"38318",NA
"38319",NA
"38320",NA
"38321",NA
"38322",NA
"38323",NA
"38324",NA
"38325",NA
"38326",NA
"38327",NA
"38328",NA
"38329",NA
"38330",NA
"38331",NA
"38332",NA
"38333",NA
"38334",NA
"38335",NA
"38336",NA
"38337",NA
"38338",NA
"38339",NA
"38340",NA
"38341",NA
"38342",NA
"38343",NA
"38344",NA
"38345",NA
"38346",NA
"38347",NA
"38348",NA
"38349",NA
"38350",NA
"38351",NA
"38352",NA
"38353",NA
"38354",NA
"38355",NA
"38356",NA
"38357",NA
"38358",NA
"38359",NA
"38360",NA
"38361",NA
"38362",NA
"38363",NA
"38364",NA
"38365",NA
"38366",NA
"38367",NA
"38368",NA
"38369",NA
"38370",NA
"38371",NA
"38372",NA
"38373",NA
"38374",NA
"38375",NA
"38376",NA
"38377",NA
"38378",NA
"38379",NA
"38380",NA
"38381",NA
"38382",NA
"38383",NA
"38384",NA
"38385",NA
"38386",NA
"38387",NA
"38388",NA
"38389",NA
"38390",NA
"38391",NA
"38392",NA
"38393",NA
"38394",NA
"38395",NA
"38396",NA
"38397",NA
"38398",NA
"38399",NA
"38400",NA
"38401",NA
"38402",NA
"38403",NA
"38404",NA
"38405",NA
"38406",NA
"38407",NA
"38408",NA
"38409",NA
"38410",NA
"38411",NA
"38412",NA
"38413",NA
"38414",NA
"38415",NA
"38416",NA
"38417",NA
"38418",NA
"38419",NA
"38420",NA
"38421",NA
"38422",NA
"38423",NA
"38424",NA
"38425",NA
"38426",NA
"38427",NA
"38428",NA
"38429",NA
"38430",NA
"38431",NA
"38432",NA
"38433",NA
"38434",NA
"38435",NA
"38436",NA
"38437",NA
"38438",NA
"38439",NA
"38440",NA
"38441",NA
"38442",NA
"38443",NA
"38444",NA
"38445",NA
"38446",NA
"38447",NA
"38448",NA
"38449",NA
"38450",NA
"38451",NA
"38452",NA
"38453",NA
"38454",NA
"38455",NA
"38456",NA
"38457",NA
"38458",NA
"38459",NA
"38460",NA
"38461",NA
"38462",NA
"38463",NA
"38464",NA
"38465",NA
"38466",NA
"38467",NA
"38468",NA
"38469",NA
"38470",NA
"38471",NA
"38472",NA
"38473",NA
"38474",NA
"38475",NA
"38476",NA
"38477",NA
"38478",NA
"38479",NA
"38480",NA
"38481",NA
"38482",NA
"38483",NA
"38484",NA
"38485",NA
"38486",NA
"38487",NA
"38488",NA
"38489",NA
"38490",NA
"38491",NA
"38492",NA
"38493",NA
"38494",NA
"38495",NA
"38496",NA
"38497",NA
"38498",NA
"38499",NA
"38500",NA
"38501",NA
"38502",NA
"38503",NA
"38504",NA
"38505",NA
"38506",NA
"38507",NA
"38508",NA
"38509",NA
"38510",NA
"38511",NA
"38512",NA
"38513",NA
"38514",NA
"38515",NA
"38516",NA
"38517",NA
"38518",NA
"38519",NA
"38520",NA
"38521",NA
"38522",NA
"38523",NA
"38524",NA
"38525",NA
"38526",NA
"38527",NA
"38528",NA
"38529",NA
"38530",NA
"38531",NA
"38532",NA
"38533",NA
"38534",NA
"38535",NA
"38536",NA
"38537",NA
"38538",NA
"38539",NA
"38540",NA
"38541",NA
"38542",NA
"38543",NA
"38544",NA
"38545",NA
"38546",NA
"38547",NA
"38548",NA
"38549",NA
"38550",NA
"38551",NA
"38552",NA
"38553",NA
"38554",NA
"38555",NA
"38556",NA
"38557",NA
"38558",NA
"38559",NA
"38560",NA
"38561",NA
"38562",NA
"38563",NA
"38564",NA
"38565",NA
"38566",NA
"38567",NA
"38568",NA
"38569",NA
"38570",NA
"38571",NA
"38572",NA
"38573",NA
"38574",NA
"38575",NA
"38576",NA
"38577",NA
"38578",NA
"38579",NA
"38580",NA
"38581",NA
"38582",NA
"38583",NA
"38584",NA
"38585",NA
"38586",NA
"38587",NA
"38588",NA
"38589",NA
"38590",NA
"38591",NA
"38592",NA
"38593",NA
"38594",NA
"38595",NA
"38596",NA
"38597",NA
"38598",NA
"38599",NA
"38600",NA
"38601",NA
"38602",NA
"38603",NA
"38604",NA
"38605",NA
"38606",NA
"38607",-36.6868
"38608",-36.8026
"38609",-53.545235
"38610",-2.959815
"38611",-34.7055
"38612",-0.0416
"38613",NA
"38614",NA
"38615",NA
"38616",NA
"38617",NA
"38618",NA
"38619",NA
"38620",NA
"38621",NA
"38622",NA
"38623",NA
"38624",NA
"38625",NA
"38626",NA
"38627",NA
"38628",NA
"38629",NA
"38630",NA
"38631",NA
"38632",NA
"38633",NA
"38634",-0.28485
"38635",NA
"38636",NA
"38637",NA
"38638",NA
"38639",NA
"38640",NA
"38641",NA
"38642",NA
"38643",NA
"38644",NA
"38645",NA
"38646",NA
"38647",NA
"38648",NA
"38649",NA
"38650",NA
"38651",NA
"38652",NA
"38653",NA
"38654",NA
"38655",NA
"38656",NA
"38657",NA
"38658",NA
"38659",NA
"38660",NA
"38661",NA
"38662",NA
"38663",NA
"38664",NA
"38665",NA
"38666",NA
"38667",NA
"38668",NA
"38669",NA
"38670",NA
"38671",NA
"38672",NA
"38673",NA
"38674",NA
"38675",NA
"38676",NA
"38677",NA
"38678",NA
"38679",NA
"38680",NA
"38681",NA
"38682",NA
"38683",NA
"38684",NA
"38685",NA
"38686",NA
"38687",NA
"38688",NA
"38689",NA
"38690",NA
"38691",NA
"38692",NA
"38693",NA
"38694",NA
"38695",NA
"38696",NA
"38697",NA
"38698",NA
"38699",NA
"38700",NA
"38701",NA
"38702",NA
"38703",NA
"38704",NA
"38705",NA
"38706",NA
"38707",NA
"38708",NA
"38709",NA
"38710",NA
"38711",NA
"38712",NA
"38713",NA
"38714",NA
"38715",NA
"38716",NA
"38717",NA
"38718",NA
"38719",NA
"38720",NA
"38721",NA
"38722",NA
"38723",NA
"38724",NA
"38725",NA
"38726",NA
"38727",NA
"38728",NA
"38729",NA
"38730",NA
"38731",NA
"38732",NA
"38733",NA
"38734",NA
"38735",NA
"38736",NA
"38737",NA
"38738",NA
"38739",NA
"38740",NA
"38741",NA
"38742",NA
"38743",NA
"38744",NA
"38745",NA
"38746",NA
"38747",NA
"38748",NA
"38749",NA
"38750",NA
"38751",NA
"38752",NA
"38753",NA
"38754",NA
"38755",NA
"38756",NA
"38757",NA
"38758",NA
"38759",NA
"38760",NA
"38761",NA
"38762",NA
"38763",NA
"38764",NA
"38765",NA
"38766",NA
"38767",NA
"38768",NA
"38769",NA
"38770",NA
"38771",NA
"38772",NA
"38773",NA
"38774",NA
"38775",NA
"38776",NA
"38777",NA
"38778",NA
"38779",NA
"38780",NA
"38781",NA
"38782",NA
"38783",NA
"38784",NA
"38785",NA
"38786",NA
"38787",NA
"38788",NA
"38789",NA
"38790",NA
"38791",NA
"38792",NA
"38793",NA
"38794",NA
"38795",NA
"38796",NA
"38797",NA
"38798",NA
"38799",NA
"38800",NA
"38801",NA
"38802",NA
"38803",NA
"38804",NA
"38805",NA
"38806",NA
"38807",NA
"38808",NA
"38809",NA
"38810",NA
"38811",NA
"38812",NA
"38813",NA
"38814",NA
"38815",NA
"38816",NA
"38817",NA
"38818",NA
"38819",NA
"38820",NA
"38821",NA
"38822",NA
"38823",NA
"38824",NA
"38825",NA
"38826",NA
"38827",NA
"38828",NA
"38829",NA
"38830",NA
"38831",NA
"38832",NA
"38833",NA
"38834",NA
"38835",NA
"38836",NA
"38837",NA
"38838",NA
"38839",NA
"38840",NA
"38841",NA
"38842",NA
